Marque,Famille,Sous_famille,Parfumeur,Prix_Categorie,Fragrance,Origine,Genre,Année,Ingredients_txt,Concepts_txt
Aubusson,BOISÉ,BOISÉ,Inconnu,Mass Market,JUNIPER & VETIVER,France,Homme,2023,vétiver cardamome baies de genièvre,intense riche robuste puissant boisé hiver marron quotidien décontracté exotique
Murdock London,CHYPRE,CITRUS,Inconnu,Niche,NAPIER,Royaume-Uni,Homme,2023,fruits secs cyprès ambre figue mousse de chêne patchouli,robuste intense riche puissant décontracté exotique quotidien jour hiver elégant
Kilian,BOISÉ,FOUGÈRE AROMATIQUE,Mathieu Nardin,Niche,FIÈVRE VERTE,France,Unisexe,2023,réglisse feuilles de violettes vétiver cyprès patchouli vanille absinthe bois de santal fève tonka,quotidien décontracté intense robuste puissant riche pétillant energisant sportif jour
Bibbi Parfum,CHYPRE,FRUITÉ,Jérôme Epinette,Niche,THE OTHER ROOM,France,Unisexe,2023,davana œillet citron vert patchouli indonésie bourgeons de cassis ciste labdanum safran gingembre vétiver java,intense riche robuste puissant exotique terreux mousseux automne généreux féminin
Bibbi Parfum,FOUGÈRE AROMATIQUE,FOUGÈRE AROMATIQUE,Jérôme Epinette,Niche,SWIMMING POOL,France,Unisexe,2023,herbe coupée ambroxan ambre gris géranium egypte menthe crépue eucalyptus chine basilic egypte notes boisées gingembre,quotidien décontracté jour dynamique pétillant aromatique camphré energisant sportif mauve
Bibbi Parfum,FLORAL,MUSQUÉ,Jérôme Epinette,Niche,SOAP CLUB,France,Unisexe,2023,mimosa bois de santal fève tonka vanille jasmin musc cuir,quotidien rond décontracté jour blanc propre automne charnel romantique confortable
Bibbi Parfum,BOISÉ,BOISÉ,Jérôme Epinette,Niche,SANTAL BEAUTY,France,Unisexe,2023,magnolia violette bambou santal nouvellecalédonie safran notes boisées ambre citron,intense riche robuste puissant boisé terreux elégant marron gris noir
Bibbi Parfum,BOISÉ,VERT,Jérôme Epinette,Niche,RADIO CHILD,France,Unisexe,2023,mousse de chêne feuille de figuier poivre noir cashmeran boisé musqué musc jasmin,intense riche robuste puissant quotidien décontracté automne forêt elégant affirmé
Bibbi Parfum,CUIR,FRUITÉ,Jérôme Epinette,Niche,PISTACHIO GAME,France,Unisexe,2023,santal indonésie violette café fleur de pommier encens somalie kumquat cuir vétiver eucalyptus chine,intense riche robuste puissant tapeàlœil exotique remarquable automne affirmé lourd
Bibbi Parfum,FLORAL,MUSQUÉ,Jérôme Epinette,Niche,IRIS WALLPAPER,France,Unisexe,2023,pêche cuir carotte iris vanille pivoine,quotidien décontracté jour généreux liberté gai heureux optimiste joyeux riche
Bibbi Parfum,CUIR,FRUITÉ,Jérôme Epinette,Niche,GHOST OF TOM,France,Unisexe,2023,thé ceylan papyrus ambre thé maté cassis bouleau bergamote feuilles de violettes,intense riche robuste puissant tapeàlœil exotique remarquable automne affirmé lourd
Fugazzi,FLORAL,FLORAL,Inconnu,Niche,CASH FLOWER,Pays-Bas,Unisexe,2023,poivre noir ambre cashmeran boisé musqué rose musc bois de santal pétale de rose,quotidien floral florissant rond romantique riche propre décontracté jour féminin
Bibbi Parfum,CUIR,FRUITÉ,Jérôme Epinette,Niche,BOY OF JUNE,France,Unisexe,2023,patchouli indonésie pomme verte encens somalie poivre noir ambre cuir citron géranium egypte bergamote,intense riche robuste puissant tapeàlœil exotique remarquable automne affirmé lourd
Jacques Zolty,BOISÉ,AQUEUX,Inconnu,Niche,EXSTASE DU RÊVE,France,Unisexe,2023,vétiver aqueux marine cèdre salé iris cardamome violette jasmin patchouli bergamote résine délémi ambre prune géranium bois de santal notes épicées,quotidien décontracté radiant intense riche robuste puissant affirmé gelé elégant
House Of Bo,CITRUS,CITRUS,Rodrigo Flores-Roux,Niche,AGUA DE SANTOS PARFUM,États-Unis d'Amérique,Unisexe,2023,fleur doranger thym vétiver lavande musc kumquat néroli citron vert cèdre,quotidien décontracté jour dynamique vigoureux energétique energisant sportif printemps eté
Ormaie,FLORAL,FRUITÉ,Inconnu,Niche,18-12,France,Unisexe,2023,amande vanille sucre heliotrope mandarine bois de santal violette litchi bergamote sauge sclarée cerise rose,quotidien romantique jour décontracté florissant printemps blanc eté riche gai
Bourjois,FLORAL,FLORAL,Inconnu,Mass Market,MON BOURJOIS ROSE EXQUISE,France,Femme,2023,rose damascena litchi vétiver,quotidien florissant romantique décontracté jour printemps riche blanc rond intense
Hima Jomo,BOISÉ,FLORAL,Barnabé Fillion,Niche,TCHAI,France,Unisexe,2023,mimosa thé maté bergamote thé noir feuilles de violettes osmanthus thé darjeeling ylangylang cardamome santal inde,riche intense robuste puissant quotidien elégant boisé automne décontracté hiver
Hima Jomo,BOISÉ,EPICÉ,Bertrand Duchaufour,Niche,PASHM,France,Unisexe,2023,thé blanc cashmeran boisé musqué baies de genièvre graine dambrette cannelle iris santal inde safran ambre gris,intense riche robuste puissant marron hiver automne elégant boisé gris
Hima Jomo,FLORAL,BOISÉ,Bertrand Duchaufour,Niche,LOON,France,Unisexe,2023,encens olibanum cèdre himalaya vétiver accord neige edelweiss rose jasmin sambac cyprès salé,quotidien riche rond intense robuste puissant décontracté elégant automne jour
Adidas,FOUGÈRE AROMATIQUE,CITRUS,Inconnu,Mass Market,UEFA CHAMPIONS LEAGUE STAR,Allemagne,Unisexe,2023,sauge sclarée orange bergamote poivre noir cannelle patchouli mandarine citron vétiver norlimbanol boisé ambré lavandin encens olibanum,quotidien décontracté jour dynamique pétillant energisant sportif eté frais marin
Playboy,FLORAL,AMBRÉ (ORIENTAL),Sandrine Malin,Mass Market,WHAM GLAM,France,Femme,2023,champagne vanille rose,quotidien riche décontracté généreux intense robuste puissant jour exotique sucré
Louis Vuitton,BOISÉ,AMBRÉ (ORIENTAL),Jacques Cavallier-Belletrud,Niche,MYRIAD,France,Unisexe,2023,oud assam rose centifolia safran rose bulgarie cacao musc,intense riche robuste puissant boisé hiver marron noir automne nuit
Playboy,BOISÉ,CITRUS,Coralie Spicher,Mass Market,MY RULES,France,Homme,2023,poivre noir mousse noisette,automne robuste elégant quotidien décontracté intense riche puissant hiver chic
Playboy,FLORAL,FRUITÉ,Nelly Hachem-Ruiz,Mass Market,KEEP IT REAL,France,Femme,2023,sorbet mandarine hibiscus musc,quotidien romantique coloré exotique gai heureux optimiste liberté joyeux jour
Nishane,CITRUS,CITRUS,Olaf Larsen,Niche,HESPÉRIDÉ COLOGNISÉ,Turquie,Unisexe,2023,bergamote citron vert cashmeran boisé musqué ambre gris mousse jasmin orange musc iris cèdre vétiver,quotidien décontracté jour dynamique vigoureux energétique energisant sportif printemps eté
Playboy,FOUGÈRE AROMATIQUE,FOUGÈRE AROMATIQUE,"Jean-Christophe Hérault,Julien Rasquinet",Mass Market,GRAVITY 0,France,Homme,2023,accord energétique lavandin amber xtreme boisé ambré,quotidien décontracté jour dynamique pétillant aromatique camphré energisant sportif mauve
Playboy,AMBRÉ (ORIENTAL),AMBRÉ (ORIENTAL),Alexandra Monet,Mass Market,GOLDEN ERA,France,Femme,2023,accord peau fève tonka noix de coco,oriental chaud chaud intense riche robuste puissant nuit suave marron
Memo Paris,AMBRÉ (ORIENTAL),AMBRÉ (ORIENTAL),Gaël Montero,Niche,PALAIS BOURBON,France,Unisexe,2023,géranium egypte patchouli encens somalie vétiver poivre noir cardamome vanille madagascar oud bois dagar cannelle baume pérou fève tonka benjoin laos akigalawood note patchouli ambre,intense riche robuste puissant nuit oriental ambré rond lourd tapeàlœil
Avon,FLORAL,AMBRÉ (ORIENTAL),Inconnu,Mass Market,LIVE OUT LOUD #4U,États-Unis d'Amérique,Femme,2023,bergamote ananas cassis mandarine patchouli musc fleur doranger fleur de pêche vanille,quotidien riche décontracté généreux intense robuste puissant jour exotique sucré
Victoria's Secret,FLORAL,CITRUS,Inconnu,Mass Market,LIGHT & HAPPY,États-Unis d'Amérique,Femme,2023,clémentine notes boisées chèvrefeuille,quotidien décontracté jour féminin riche automne généreux robuste exotique blanc
Victoria's Secret,AMBRÉ (ORIENTAL),FRUITÉ,Inconnu,Mass Market,ICED COCONUT,États-Unis d'Amérique,Femme,2023,noix de coco crème chantilly air de montagne,girly chaud intense riche robuste puissant quotidien décontracté remarquable printemps
Oriflame,FLORAL,AMBRÉ (ORIENTAL),Inconnu,Mass Market,ALL OR NOTHING AMPLIFIED,Suède,Femme,2023,vanille poivre rose mandarine ambre notes fruitées gingembre rouge tubéreuse patchouli,rond quotidien riche intense robuste puissant décontracté généreux charnel violet
Chris Adams,BOISÉ,AMBRÉ (ORIENTAL),Inconnu,Mass Market,NICHE POUR HOMME,Royaume-Uni,Homme,2023,fleur doranger ambre jasmin mandarine orange amère cèdre bergamote marine musc petitgrain menthe crépue notes boisées,intense riche robuste puissant boisé hiver automne nuit décontracté noir
Chris Adams,FLORAL,MUSQUÉ,Inconnu,Mass Market,NICHE POUR FEMME,Royaume-Uni,Femme,2023,vétiver mandarine cèdre herbe coupée fleur doranger jasmin grasse musc pomme verte rose violette mousse de chêne bois de santal,quotidien rond propre décontracté blanc jour charnel romantique automne confortable
Chris Adams,FOUGÈRE AROMATIQUE,FOUGÈRE AROMATIQUE,Inconnu,Mass Market,CATCH ME ADVENTURE,Royaume-Uni,Homme,2023,cèdre musc coumarine note tonka lavande sauge sclarée citron bois de teck mousse de chêne artemisia géranium notes boisées ylangylang cocktail bergamote basilic cannelle notes florales mandarine notes vertes,quotidien décontracté jour dynamique pétillant aromatique camphré energisant sportif mauve
Phlur,BOISÉ,AMBRÉ (ORIENTAL),Clément Gavarry,Niche,VANILLA SKIN,États-Unis d'Amérique,Unisexe,2023,vanille bois de santal pomme poivre rose jasmin oud bois dagar cashmeran boisé musqué sucre lys benjoin,intense riche puissant robuste hiver nuit généreux décontracté quotidien chaud
Bath &amp; Body Works,CITRUS,FRUITÉ,Inconnu,Mass Market,SUN-RIPENED RASPBERRY,États-Unis d'Amérique,Femme,2023,sucre framboise feuille de fraisier,quotidien optimiste liberté jour gai heureux joyeux décontracté eté généreux
Phlur,CHYPRE,FRUITÉ,Jérôme Epinette,Niche,MANGO MOOD,États-Unis d'Amérique,Unisexe,2023,sucre brun mangue cassis iris patchouli poivre rose vanille jasmin sambac lotus,intense riche robuste puissant exotique terreux mousseux automne généreux féminin
Adopt,AMBRÉ (ORIENTAL),GOURMAND,Inconnu,Mass Market,LITTLE SUGAR,France,Femme,2023,jasmin vanille fraise mandarine cèdre bergamote,nuit généreux intense riche puissant robuste sucré chaud chaud hiver
Phlur,BOISÉ,AMBRÉ (ORIENTAL),Donna Ramanauskas,Niche,AMBER HAZE,États-Unis d'Amérique,Unisexe,2023,vanille jasmin musc mousse de chêne safran ambre,intense riche puissant robuste hiver nuit boisé généreux automne décontracté
Armaf,FOUGÈRE AROMATIQUE,EPICÉ,"Quentin Bisch,Christophe Raynaud,Jordi Fernández",Mass Market,CLUB DE NUIT PRIVATE KEY TO MY SUCCESS,Émirats Arabes Unis,Homme,2023,vétiver haïti notes épicées lavande gingembre rouge akigalawood note patchouli chilipepper bergamote,décontracté quotidien jour dynamique pétillant energisant sportif marin ozone intense
Armaf,CHYPRE,FRUITÉ,Inconnu,Mass Market,CLUB DE NUIT PRIVATE KEY TO MY LIFE,Émirats Arabes Unis,Homme,2023,musc bergamote orange rose notes boisées magnolia mandarine poivre noir jasmin ambre poivre rose poire citron vert melon freesia citron muguet pamplemousse patchouli tangerine prune ananas cuir,intense riche robuste puissant automne exotique hiver féminin mousseux généreux
Armaf,CUIR,CITRUS,Inconnu,Mass Market,CLUB DE NUIT PRIVATE KEY TO MY DREAMS,Émirats Arabes Unis,Homme,2023,cèdre cardamome géranium lavandin poivre rose poivre noir fleur doranger feuilles dananas vétiver bourbon pomme whisky patchouli vanille cuir,robuste intense riche puissant or exotique automne confiant tapeàlœil nuit
Adopt,FLORAL,FLORAL,Nicolas Bonneville,Mass Market,WONDERFUL INTENSE,France,Femme,2023,pêche tubéreuse jasmin inde ananas noix de coco,quotidien floral florissant rond romantique riche propre décontracté jour féminin
Adopt,FLORAL,AMBRÉ (ORIENTAL),Sophie Labbé,Mass Market,STARNIGHT INTENSE,France,Femme,2023,fleurs blanches pistache crème chantilly accord boisé ambré vanille,rond riche quotidien intense puissant robuste généreux décontracté charnel automne
Adopt,FLORAL,FLORAL,Marie Huguenot,Mass Market,ROSE NOIRE INTENSE,France,Femme,2023,rose vanille cassis patchouli,quotidien décontracté jour riche généreux exotique gai heureux optimiste liberté
Adopt,AMBRÉ (ORIENTAL),GOURMAND,Inconnu,Mass Market,RÊVE DE COCO,France,Femme,2023,bois de santal musc noix de coco lait damande,nuit généreux intense riche puissant robuste chaud boisé mystique chaleur
27 87,FLORAL,MUSQUÉ,Shyamala Maisondieu,Niche,PER SĒ,Espagne,Unisexe,2023,aldéhyde poivre rose poivre noir bambou graine dambrette musc notes florales angélique feuilles de violettes iris,quotidien rond propre décontracté jour automne vaporeux blanc romantique confortable
Headspace,CUIR,FRUITÉ,Paul Guerlain,Niche,KIRSCH,France,Unisexe,2023,sake cerise cuir safran daim ambrox ambre gris rhum mousse de chêne iris,intense riche robuste puissant tapeàlœil exotique automne remarquable lourd affirmé
Rasasi,BOISÉ,CITRUS,Inconnu,Mass Market,HAWAS ICE FOR HIM,Émirats Arabes Unis,Homme,2023,fève tonka patchouli cardamome menthe ambre citron fleur doranger bois de santal bergamote cassis prune,quotidien décontracté robuste elégant intense riche puissant généreux jour exotique
Playboy,AMBRÉ (ORIENTAL),FRUITÉ,Alexandra Monet,Mass Market,GODDESS COMPLEX,France,Femme,2023,praline poivre rose pêche,généreux intense riche robuste puissant quotidien décontracté nuit automne hiver
Playboy,AMBRÉ (ORIENTAL),CITRUS,Alexandra Monet,Mass Market,GAME CHANGER,France,Homme,2023,fleur doranger vanille cardamome,décontracté généreux quotidien robuste nuit intense riche puissant hiver exotique
Davidoff,FLORAL,FRUITÉ,"Jean-Christophe Hérault,Anne Flipo,Nelly Hachem-Ruiz",Mass Market,COOL WATER WOMAN REBORN EAU DE PARFUM,Allemagne,Femme,2023,cerise vétiver haïti rose,quotidien romantique coloré exotique gai heureux optimiste liberté joyeux jour
Davidoff,FOUGÈRE AROMATIQUE,VERT,"Jean-Christophe Hérault,Anne Flipo,Nelly Hachem-Ruiz",Mass Market,COOL WATER REBORN EAU DE PARFUM,Allemagne,Homme,2023,vétiver haïti galbanum cèdre,dynamique pétillant aromatique energisant sportif mauve eté quotidien décontracté jour
Monotheme,BOISÉ,CITRUS,"Véronique Nyberg,Veronique Nyberg",Mass Market,CEDAR WOOD,Italie,Unisexe,2023,géranium fève tonka bergamote patchouli lavande poivre rose pavot cèdre,quotidien décontracté robuste elégant intense riche puissant généreux jour exotique
Playboy,BOISÉ,CITRUS,Paul Guerlain,Mass Market,AM - PM,France,Homme,2023,sauge sclarée gingembre patchouli,quotidien décontracté automne jour exotique energisant sportif elégant robuste intense
Ajmal,FLORAL,AMBRÉ (ORIENTAL),Inconnu,Niche,49,Émirats Arabes Unis,Unisexe,2023,notes fruitées notes poudrées accord boisé ambré notes boisées notes florales,rond riche quotidien intense robuste puissant décontracté charnel violet généreux
Monotheme,CITRUS,CITRUS,"Véronique Nyberg,Veronique Nyberg",Mass Market,YUZU,Italie,Unisexe,2023,bois de santal sorbet citron fleur doranger verveine sauge sclarée yuzu,frais quotidien décontracté jour unisexe hespéridé dynamique pétillant vigoureux acide
Nuxe,FLORAL,FLORAL,Inconnu,Mass Market,VERY ROSE,France,Unisexe,2023,baies rouges rose,quotidien floral florissant décontracté jour romantique coloré rose exotique automne
Tiziana Terenzi,BOISÉ,CITRUS,Paolo Terenzi,Niche,TORPÈ,Italie,Unisexe,2023,lavende provence santal australie rose bulgarie citron musc pêche mousse de chêne bergamote ambre gris patchouli mandarine marine iris pivoine violette fleur doranger ebène,quotidien décontracté robuste elégant intense riche puissant automne généreux jour
Victoria's Secret,AMBRÉ (ORIENTAL),FRUITÉ,Inconnu,Mass Market,SUNSLOPE,États-Unis d'Amérique,Femme,2023,noix de coco musc ambre,intense riche robuste puissant quotidien décontracté hiver généreux girly confortable
Christian Provenzano,BOISÉ,AMBRÉ (ORIENTAL),Christian Provenzano,Niche,SPEZIA,Émirats Arabes Unis,Unisexe,2023,patchouli angélique clou de girofle iris mousse poivre rose jasmin egypte cèdre virginie poivre blanc cyprès notes boisées noix de muscade ambre néroli bergamote vétiver musc,intense riche robuste puissant boisé automne hiver décontracté nuit marron
Victoria's Secret,FLORAL,FRUITÉ,Inconnu,Mass Market,SNOWDRIFT,États-Unis d'Amérique,Femme,2023,baies dhiver tangerine jasmin,quotidien gai heureux optimiste liberté jour blanc décontracté printemps ensoleillé
Christian Provenzano,BOISÉ,AMBRÉ (ORIENTAL),Christian Provenzano,Niche,ROCCA,Émirats Arabes Unis,Unisexe,2023,framboise mousse vanille musc safran rose grasse pivoine ambre orange caramel,intense riche robuste puissant boisé hiver automne marron nuit quotidien
Maison Margiela,CHYPRE,VERT,Olivier Cresp,Prestige,REPLICA : FROM THE GARDEN,Belgique,Unisexe,2023,rose musc mandarine verte géranium patchouli indonésie feuille de tomate cassis pamplemousse mousse,intense riche robuste puissant affirmé forêt original automne elégant confiant
Perry Ellis,FOUGÈRE AROMATIQUE,EPICÉ,Inconnu,Mass Market,PERRY ELLIS RED SKY,États-Unis d'Amérique,Homme,2023,lavande noix de muscade baies de genièvre cardamome bergamote cèdre romarin fève tonka vétiver,décontracté quotidien jour dynamique energisant sportif pétillant intense eté marin
Christian Provenzano,BOISÉ,AMBRÉ (ORIENTAL),Christian Provenzano,Niche,PALAZZO,Émirats Arabes Unis,Unisexe,2023,rose bulgarie jasmin tubéreuse pêche néroli mousse musc ambre patchouli feuilles de violettes bourgeons de cassis mandarine oud cambodge pivoine,robuste intense riche puissant boisé décontracté automne hiver quotidien nuit
Thomas Kosmala,BOISÉ,AMBRÉ (ORIENTAL),Thomas Kosmala,Niche,Nº 4 SPORT,France,Unisexe,2023,marine bergamote agave,automne robuste intense riche puissant décontracté quotidien hiver affirmé elégant
Victoria's Secret,BOISÉ,FRUITÉ,Inconnu,Mass Market,NIGHTSIP,États-Unis d'Amérique,Femme,2023,violette cèdre champagne,quotidien intense riche robuste puissant décontracté automne jour boisé généreux
Christian Provenzano,CUIR,CITRUS,Christian Provenzano,Niche,MASSIMO,Émirats Arabes Unis,Unisexe,2023,bergamote cannelle ciste labdanum cuir ambre gingembre benjoin poivre jamaïque encens olibanum cèdre fève tonka styrax cardamome bois de santal vétiver poivre noir musc poivre rose,robuste automne confiant intense riche puissant exotique elégant sophistiqué original
Montale,FLORAL,AMBRÉ (ORIENTAL),Pierre Montale,Niche,LUCKY CANDY,France,Unisexe,2023,noix de coco toffee caramel vanille musc miel frangipanier bergamote ambre,quotidien riche rond intense puissant généreux robuste décontracté tapeàlœil jour
Miu Miu,FLORAL,MUSQUÉ,Daniela Roche-Andrier,Prestige,LOST IN GRACE,Italie,Femme,2023,cèdre poire iris,quotidien décontracté jour innocent généreux rond propre riche puissant blanc
Christian Provenzano,FOUGÈRE AROMATIQUE,AQUEUX,Christian Provenzano,Niche,INSPIRATO,Émirats Arabes Unis,Unisexe,2023,ciste labdanum ambre jasmin aqueux bois de santal cashmeran boisé musqué fève tonka iris notes boisées coriandre lavande cannelle poivre rose musc cardamome bergamote mousse de chêne,dynamique eté frais marin ozone sportif aqueux printemps gelé quotidien
Courrèges,BOISÉ,BOISÉ,Jean-Christophe Hérault,Niche,HYPER OUD,France,Unisexe,2023,gingembre oud bois dagar curcuma vanille,intense riche robuste puissant hiver quotidien décontracté nuit automne généreux
Courrèges,BOISÉ,AMBRÉ (ORIENTAL),Jean-Christophe Hérault,Niche,HYPER MUSC,France,Unisexe,2023,menthe poivrée sucre bonbons ambroxan ambre gris musc,intense riche robuste puissant boisé hiver automne nuit marron noir
Courrèges,CUIR,FLORAL,Nicolas Beaulieu,Niche,HYPER CUIR,France,Unisexe,2023,cuir vanille jasmin citron,riche intense robuste puissant nuit tapeàlœil exotique hiver chaud lourd
Monotheme,FLORAL,CITRUS,"Véronique Nyberg,Veronique Nyberg",Mass Market,HONEYSUCKLE,Italie,Unisexe,2023,vanille chèvrefeuille cèdre petitgrain graine dambrette fleur doranger jasmin bergamote,quotidien décontracté jour propre radiant vaporeux automne romantique optimiste innocent
Montale,FLORAL,AMBRÉ (ORIENTAL),Pierre Montale,Niche,HOLY NEROLI,France,Unisexe,2023,cèdre bergamote fleur doranger tunisie sucre musc rose bulgarie orange amère néroli ambre patchouli,quotidien rond décontracté riche généreux robuste intense puissant charnel jour
Avon,FOUGÈRE AROMATIQUE,FOUGÈRE AROMATIQUE,Inconnu,Mass Market,FULL SPEED 300 KM/H ELECTRIC,États-Unis d'Amérique,Homme,2023,curcuma lavande vétiver,quotidien décontracté jour dynamique energisant sportif eté intense pétillant aromatique
Victoria's Secret,AMBRÉ (ORIENTAL),VERT,Inconnu,Mass Market,FROSTMELT,États-Unis d'Amérique,Femme,2023,menthe fève tonka chocolat,confiant intense riche robuste puissant décontracté affirmé tapeàlœil quotidien girly
Christian Provenzano,FOUGÈRE AROMATIQUE,EPICÉ,Christian Provenzano,Niche,COLOSSEUM,Émirats Arabes Unis,Unisexe,2023,coriandre baies de genièvre citron vert cyprès ambre lavande jasmin cuir orange benjoin poivre rose cypriol nagarmota musc vétiver mousse thym pamplemousse feuilles de violettes,décontracté pétillant energisant sportif quotidien jour dynamique marin ozone eté
Monotheme,AMBRÉ (ORIENTAL),FRUITÉ,"Véronique Nyberg,Veronique Nyberg",Mass Market,COCOA BEANS,Italie,Unisexe,2023,jasmin tubéreuse cacao ambre patchouli poire benjoin poivre rose,intense riche robuste puissant généreux girly sucré lourd tapeàlœil automne
L'Occitane,CITRUS,CITRUS,Inconnu,Mass Market,CAPIM-LIMÃO MARACUJÁ,France,Unisexe,2023,lemongrass fruit de la passion notes florales,quotidien décontracté jour blanc printemps eté optimiste liberté gai heureux
Baldessarini,BOISÉ,AMBRÉ (ORIENTAL),Maurus Bachmann,Prestige,BALDESSARINI UOMO,Allemagne,Homme,2023,jasmin bois de santal fève tonka poivre noir bergamote cardamome gingembre iris muguet ambre,intense riche robuste puissant hiver automne boisé elégant nuit décontracté
Mancera,AMBRÉ (ORIENTAL),GOURMAND,Inconnu,Niche,AMORE CAFFÈ,France,Unisexe,2023,vanille crème glacée amaretto café ambre biscuit sucre brun,nuit généreux intense riche puissant robuste sucré chaud chaud hiver
L'Erbolario,FLORAL,AMBRÉ (ORIENTAL),Inconnu,Mass Market,ALBA IN ASIA / DAWN OVER ASIA,Italie,Unisexe,2023,citron musc aqueux lotus cèdre fleur doranger,quotidien rond décontracté riche robuste intense puissant jour généreux automne
Chopard,AMBRÉ (ORIENTAL),AMBRÉ (ORIENTAL),Dora Baghriche,Prestige,VANILLE MALIKA IMPERIALE,Suisse,Femme,2023,litchi encens olibanum poivre rose patchouli cèdre ciste labdanum cashmeran boisé musqué bois de santal vanille madagascar vanille bourbon opoponax,intense riche robuste puissant nuit oriental ambré rond lourd tapeàlœil
Chopard,FLORAL,FLORAL,Dora Baghriche,Prestige,SPARKLING LOVE,Suisse,Femme,2023,mandarine bergamote jasmin sambac helvetolide musk osmanthus ylangylang tubéreuse cèdre,pétillant quotidien floral florissant rond romantique riche propre décontracté jour
L'Occitane,FLORAL,FLORAL,Inconnu,Mass Market,ROSE PECHE DE VIGNE,France,Femme,2023,musc cèdre pamplemousse rose bergamote ambre pêche citron,quotidien floral florissant décontracté jour romantique coloré rose exotique automne
Berdoues,FLORAL,FRUITÉ,Inconnu,Mass Market,ROSE & LITCHI,France,Unisexe,2023,cèdre mandarine bois de santal rose fleur doranger musc litchi cassis,quotidien jour romantique riche décontracté coloré gai heureux optimiste liberté
L'Erbolario,AMBRÉ (ORIENTAL),AMBRÉ (ORIENTAL),Inconnu,Mass Market,NOTTE A TANGERI / NIGHT IN TANGIER,Italie,Unisexe,2023,vanille cardamome tangerine heliotrope ambre bergamote angélique,nuit intense riche robuste puissant généreux hiver oriental chaud chaud
Berdoues,BOISÉ,CITRUS,Marc Zini,Mass Market,MATAHARI DI BALI,France,Unisexe,2023,cédrat benjoin laos vétiver haïti,quotidien décontracté robuste elégant intense riche puissant automne généreux jour
Bath &amp; Body Works,FLORAL,AMBRÉ (ORIENTAL),Inconnu,Mass Market,LUMINOUS EAU DE PARFUM,États-Unis d'Amérique,Femme,2023,iris ambre fruits secs,quotidien décontracté riche romantique jour intense robuste puissant florissant printemps
D.S. &amp; Durga,FLORAL,CITRUS,David Seth Moltz,Niche,LILAC CITY,États-Unis d'Amérique,Unisexe,2023,iris jasmin sambac citron vert lilas mousse musc bergamote,quotidien décontracté jour ville blanc florissant lumière radiant printemps ensoleillé
Montana,FLORAL,ALDÉHYDÉ,Delphine Jelk,Prestige,JUST FOR YOU,France,Femme,2023,freesia cèdre muguet musc vanille clou de girofle amande,florissant quotidien floral liberté blanc propre décontracté jour féminin romantique
Guess,FLORAL,AMBRÉ (ORIENTAL),Christine Hassan,Prestige,GUESS BELLA VITA PARADISO,États-Unis d'Amérique,Femme,2023,fleur de poirier tangerine ambre lys musc baies rouges gardénia jasmin sambac patchouli indonésie,rond quotidien riche intense robuste puissant décontracté généreux charnel violet
Oriflame,BOISÉ,BOISÉ,Benoist Lapouza,Mass Market,DEBONAIR GENTLEWOODS,Suède,Homme,2023,bouleau géranium cèdre citron poivre noir patchouli rose sauge sclarée aldéhyde,intense riche robuste puissant boisé terreux automne hiver elégant gris
Barbour,FOUGÈRE AROMATIQUE,AQUEUX,Romain Keller,Prestige,BARBOUR COASTAL FOR HIM,Royaume-Uni,Homme,2023,bergamote musc fève tonka freesia lavande cèdre marine cannelle aqueux fir balsam gingembre géranium bois de santal citron ambre,dynamique eté frais marin ozone sportif aqueux printemps gelé quotidien
Barbour,FLORAL,AQUEUX,Alexandra Kosinski,Prestige,BARBOUR COASTAL FOR HER,Royaume-Uni,Femme,2023,citron freesia poivre rose mandarine néroli poivre noir cèdre notes solaires orange amère jasmin cyprès ambre mousse cardamome musc,quotidien décontracté printemps liberté gai heureux optimiste joyeux radiant jour
Bond No. 9 I Love NY,AMBRÉ (ORIENTAL),FLORAL,Domitille Michalon,Niche,NEW YORK FOREVER,États-Unis d'Amérique,Unisexe,2023,cannelle ambre patchouli indonésie ciste labdanum vanille mousse,rond riche intense robuste puissant généreux nuit tapeàlœil décontracté charnel
Bath &amp; Body Works,FLORAL,AMBRÉ (ORIENTAL),Inconnu,Mass Market,LUMINOUS MIST,États-Unis d'Amérique,Femme,2023,ambre fruits secs iris,quotidien décontracté riche romantique jour intense robuste puissant florissant printemps
Masakï Paris,FOUGÈRE AROMATIQUE,CITRUS,Leonardo Lucheze,Mass Market,J-HÖM;,France,Homme,2023,citron musc bambou bois flotté patchouli roseau cardamome cashmeran boisé musqué ambre,pétillant energisant sportif eté quotidien décontracté jour dynamique printemps frais
Masakï Paris,FLORAL,FRUITÉ,Leonardo Lucheze,Mass Market,HANA,France,Femme,2023,rose litchi glycine poire bois de santal musc muguet bergamote thé vert pastèque cèdre,quotidien romantique jour décontracté florissant blanc printemps gai heureux optimiste
Tiziana Terenzi,BOISÉ,AMBRÉ (ORIENTAL),Paolo Terenzi,Niche,RIVÈA,Italie,Unisexe,2023,citron safran algues ambre gris vanille bourbon cyprès davana amyris cypriol nagarmota patchouli santal australie rose bulgarie vétiver,intense riche robuste puissant boisé hiver automne marron nuit quotidien
Essential Parfums,BOISÉ,BOISÉ,Fabrice Pellegrin,Prestige,PATCHOULI MANIA BY FABRICE PELLEGRIN,France,Unisexe,2023,clearwood note patchouli patchouli thé cacao coriandre cetalox ambre gris noisette vétiver davana,intense riche robuste puissant boisé elégant automne hiver terreux marron
